X,Y
148.10666122356946,208.15762855963249
152.7932263177584,208.9001319486033
157.82535449624842,209.0994206600775
163.168615252883,209.10006328089557
168.4728150181262,209.18311484896526
173.11249855040677,209.947567356342
178.20489306415425,210.0997137222728
183.54898766911134,210.10013604678784
188.8389718001648,210.20862802563516
193.44263461588957,210.9832855371289
198.5849272385043,211.09982407059601
203.92941176470586,211.10000000000002
209.27379956974158,211.1022012012825
214.3880737689223,211.46600228400104
218.02781552300783,212.55647202917234
222.27030307915453,212.24132347309094
224.44676438537945,214.0277750878179
220.11340116574155,214.95283738908356
215.5462155608098,215.70878644063427
210.34851394223205,215.91650349392515
205.70961580138987,216.51400877229196
200.69261322428065,216.93243411455228
196.10562012047455,217.62494259717235
191.0529970869395,217.96336331160347
186.55761135284848,218.7541879518581
182.17909581412619,219.681913602147
178.51025473077215,221.1417054305017
177.11302891644317,224.44528029751706
178.4571838927877,227.94241281936854
180.31348112428674,231.4608679900204
181.96177842594062,235.0643017101092
181.2309776820913,238.55763934653666
178.60653744224345,241.28624628589094
175.76754606707325,243.8140134424512
173.28207149383334,246.61217626123755
171.2159232493463,249.76417816958627
170.16846337531453,252.84810521537878
168.9252456722375,256.2199515465901
166.56594676270382,259.3102297470074
163.6087340487914,261.77434313501504
160.75035004707985,264.1797773128213
158.9645261386417,267.4922753393182
157.94950877936589,271.8562337013439
155.66984313130737,275.21020051452496
153.0275762743901,277.7843450204929
150.82293641302897,280.9321391370939
149.0578208561274,284.2900624223907
149.09183423407066,289.0354223148503
150.6117874515711,292.68357653318515
152.44582014721803,296.19565796094554
154.43941113281815,299.63605679262446
154.2509534476179,304.0763260277614
154.70637323227723,308.151861660618
155.99724256922332,311.99662735932924
157.86815020571598,315.60612764550007
159.76454586675405,318.8727958069562
161.68377268863026,322.574587223386
161.69021719436608,327.683765121385
160.69822912105653,332.101244607836
159.72126447502754,336.4611023397332
157.17849548125258,339.67527926715036
152.7632470604637,340.79563018134417
147.55472730552117,340.94137645432477
142.9750136517087,341.64884538825095
137.78018346260743,341.89905811038795
132.52182825833103,341.94281830580917
127.94412075746006,342.6545163090543
122.74528875125709,342.89920576884015
117.59801375829545,343.0094263942393
113.98873976724205,344.34760817136356
114.3527514939482,346.4034547678867
118.64833806664518,347.12483142656265
123.37562460015461,347.83719597631483
128.32916235227106,348.0988538117058
133.62380750556474,348.19363574656114
138.2448695855262,348.96636000647305
143.36144818475563,349.100321072171
148.59332503795042,349.2970908359376
153.1632907319505,350.0427995629252
158.39620097867845,350.10007200250277
163.69175412491205,350.19837015047926
168.3073217003777,350.9717049108907
173.43212999314696,351.09977970374445
178.77646791166777,351.1000240891075
184.09533379952958,351.1568126049757
188.78335191881064,351.89866487413724
193.81363390241978,352.0994050663179
199.1568627450979,352.1
204.50193128772233,352.1001270448218
209.79367405393313,352.20547175635636
214.40099921027218,352.9797282289629
219.50282658775268,353.14387712467686
222.33625056030243,354.40291058526304
218.72112165552088,355.7952860158316
213.75041162578185,356.1061125823745
209.05779223985874,356.8458686882543
203.88326644039967,356.9789803203273
199.31562324301382,357.74374749841684
194.61210078810765,358.31847437145166
189.84698757771793,358.96828705726216
185.36625651587775,359.79012590961963
181.40327245180362,360.9922299772964
179.17430603973514,363.77215483355474
179.38539367076316,367.96810231686004
181.09343241329617,371.5738674235316
182.59092416346851,375.45255038609196
181.239478826106,379.44506839191274
178.12716718539264,381.7612628518569
174.92094824239956,383.90142696137184
171.7461396809924,386.05547586929214
169.24166217900364,388.7360718266618
167.28485176455212,392.07667024620355
166.33845180322157,395.46679223664705
165.09881993199141,398.7225251460931
162.4060289110857,401.4083544923918
159.38916482451623,403.72314628816
157.96818626142718,407.2633819929057
158.38290102774815,411.835979361967
157.6831157780606,415.9728427031745
154.9796185587874,418.6883519417064
152.9002491458724,421.8443181783324
151.2120016039497,425.3482061344523
151.45045828424284,429.4759041508428
153.14118215791652,433.0547368561988
155.28827195942222,436.23861672329394
156.5484719233742,440.30690929896036
155.99257698492897,444.7626950827432
156.47944132990892,449.1042913389908
158.9431034706319,451.9263994860816
160.70012378736266,455.53232979003894
163.04038904540616,458.5821783014306
163.88570835260367,463.34620087848174
163.70430340280328,468.5749261750039
162.7434424584964,472.9551027632937
162.20692821297817,476.4453011514811
159.27837522110232,478.764773253582
154.80491503765708,479.6769170112927
149.88516139029204,480.0853994595449
145.21235297729461,480.8350336993875
139.89958182820385,480.900452718811
134.85576417776193,481.0905765797778
130.17837966762093,481.8374009013466
124.86279940366032,481.8999838043288
119.60244589953172,481.94065802713317
115.78420771143152,482.782041129318
